subgroup,modeldate,dem_estimate,dem_hi,dem_lo,rep_estimate,rep_hi,rep_lo,timestamp
All polls,4/25/2017,44.3031,49.32187,39.28432,41.25,46.3324,36.16761,12:11:13  5 Jun 2017
Voters,4/24/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:21  5 Jun 2017
All polls,4/24/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:13  5 Jun 2017
All polls,4/23/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:13  5 Jun 2017
Voters,4/23/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:21  5 Jun 2017
All polls,4/22/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:13  5 Jun 2017
Voters,4/22/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:21  5 Jun 2017
All polls,4/21/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:13  5 Jun 2017
Voters,4/21/2017,45.0649,50.00225,40.12754,40.17551,45.13177,35.21924,12:11:21  5 Jun 2017
All polls,4/20/2017,42.57009,47.7422,37.39797,37.27471,42.328,32.22142,12:11:14  5 Jun 2017
Voters,4/20/2017,42.57009,47.7422,37.39797,37.27471,42.328,32.22142,12:11:21  5 Jun 2017
Voters,4/19/2017,42.57009,47.7422,37.39797,37.27471,42.328,32.22142,12:11:21  5 Jun 2017
All polls,4/19/2017,42.57009,47.7422,37.39797,37.27471,42.328,32.22142,12:11:14  5 Jun 2017
Voters,4/18/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:22  5 Jun 2017
All polls,4/18/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:14  5 Jun 2017
All polls,4/17/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:14  5 Jun 2017
Voters,4/17/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:22  5 Jun 2017
All polls,4/16/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:14  5 Jun 2017
Voters,4/16/2017,42.18121,47.09977,37.26265,38.54777,42.84737,34.24817,12:11:22  5 Jun 2017
Voters,4/15/2017,42.77826,47.59769,37.95883,38.12254,42.45842,33.78665,12:11:22  5 Jun 2017
All polls,4/15/2017,42.77826,47.59769,37.95883,38.12254,42.45842,33.78665,12:11:14  5 Jun 2017
